0;1;2;3;4;5;6;7
"id";"nom";"code";"type";"niveauGravite";"geometry";"date_today";"date_today"
"678";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.929817,42.755318],[1.929817,42.755318]]]}";"21/05/2024";"21/05/2024"
"680";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.086649,43.139676],[2.086649,43.139676]]]}";"21/05/2024";"21/05/2024"
"682";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.666486,43.218564],[2.666486,43.218564]]]}";"21/05/2024";"21/05/2024"
"683";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.370867,42.84631],[2.370867,42.84631]]]}";"21/05/2024";"21/05/2024"
"686";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.360707,43.363361],[2.360707,43.363361]]]}";"21/05/2024";"21/05/2024"
"688";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.25209,43.120861],[2.25209,43.120861]]]}";"21/05/2024";"21/05/2024"
"690";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.242615,42.960584],[2.242615,42.960584]]]}";"21/05/2024";"21/05/2024"
"692";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.930001,43.254797],[1.930001,43.254797]]]}";"21/05/2024";"21/05/2024"
"694";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.044528,43.064613],[2.044528,43.064613]]]}";"21/05/2024";"21/05/2024"
"696";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.82761,43.337442],[1.82761,43.337442]]]}";"21/05/2024";"21/05/2024"
"698";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.554096,43.162928],[2.554096,43.162928]]]}";"21/05/2024";"21/05/2024"
"700";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.264714,42.709255],[2.264714,42.709255]]]}";"21/05/2024";"21/05/2024"
"702";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.410521,43.146321],[2.410521,43.146321]]]}";"21/05/2024";"21/05/2024"
"703";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.59368,42.898136],[2.59368,42.898136]]]}";"21/05/2024";"21/05/2024"
"706";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.192556,43.095667],[2.192556,43.095667]]]}";"21/05/2024";"21/05/2024"
"707";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.4848,43.133793],[2.4848,43.133793]]]}";"21/05/2024";"21/05/2024"
"709";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.200747,43.343526],[2.200747,43.343526]]]}";"21/05/2024";"21/05/2024"
"712";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.826188,43.394848],[1.826188,43.394848]]]}";"21/05/2024";"21/05/2024"
"715";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.951201,43.246591],[2.951201,43.246591]]]}";"21/05/2024";"21/05/2024"
"717";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.901634,43.157516],[2.901634,43.157516]]]}";"21/05/2024";"21/05/2024"
"719";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.207602,43.261216],[2.207602,43.261216]]]}";"21/05/2024";"21/05/2024"
"721";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.666342,43.153924],[2.666342,43.153924]]]}";"21/05/2024";"21/05/2024"
"723";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.130387,42.873978],[2.130387,42.873978]]]}";"21/05/2024";"21/05/2024"
"725";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.918553,43.208266],[2.918553,43.208266]]]}";"21/05/2024";"21/05/2024"
"727";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.020173,43.064171],[3.020173,43.064171]]]}";"21/05/2024";"21/05/2024"
"729";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.945949,43.31188],[2.945949,43.31188]]]}";"21/05/2024";"21/05/2024"
"731";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.847753,43.197702],[2.847753,43.197702]]]}";"21/05/2024";"21/05/2024"
"733";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.125227,43.069711],[2.125227,43.069711]]]}";"21/05/2024";"21/05/2024"
"735";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.420599,43.173125],[2.420599,43.173125]]]}";"21/05/2024";"21/05/2024"
"737";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.779771,43.265026],[2.779771,43.265026]]]}";"21/05/2024";"21/05/2024"
"739";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.754281,42.851741],[2.754281,42.851741]]]}";"21/05/2024";"21/05/2024"
"742";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.275504,43.244345],[2.275504,43.244345]]]}";"21/05/2024";"21/05/2024"
"744";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.01314,43.257809],[2.01314,43.257809]]]}";"21/05/2024";"21/05/2024"
"746";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.106379,43.117768],[2.106379,43.117768]]]}";"21/05/2024";"21/05/2024"
"747";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"MultiPolygon","coordinates":[[[[2.589462,43.303947],[2.589462,43.303947]]],[[[2.599754,43.313956],[2.599754,43.313956]]]]}";"21/05/2024";"21/05/2024"
"749";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.699396,43.308254],[2.699396,43.308254]]]}";"21/05/2024";"21/05/2024"
"751";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.936229,43.113485],[2.936229,43.113485]]]}";"21/05/2024";"21/05/2024"
"754";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.28036,43.066499],[2.28036,43.066499]]]}";"21/05/2024";"21/05/2024"
"756";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.487445,43.204474],[2.487445,43.204474]]]}";"21/05/2024";"21/05/2024"
"758";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.275504,43.244345],[2.275504,43.244345]]]}";"21/05/2024";"21/05/2024"
"760";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.315456,42.969624],[2.315456,42.969624]]]}";"21/05/2024";"21/05/2024"
"762";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.072622,43.075205],[2.072622,43.075205]]]}";"21/05/2024";"21/05/2024"
"764";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.311766,43.115752],[2.311766,43.115752]]]}";"21/05/2024";"21/05/2024"
"767";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.96823,43.394754],[1.96823,43.394754]]]}";"21/05/2024";"21/05/2024"
"769";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.608923,42.884194],[2.608923,42.884194]]]}";"21/05/2024";"21/05/2024"
"771";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.116382,42.924855],[2.116382,42.924855]]]}";"21/05/2024";"21/05/2024"
"772";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.858906,43.053784],[2.858906,43.053784]]]}";"21/05/2024";"21/05/2024"
"774";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.274219,43.155972],[2.274219,43.155972]]]}";"21/05/2024";"21/05/2024"
"776";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.786973,43.274431],[2.786973,43.274431]]]}";"21/05/2024";"21/05/2024"
"778";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.443675,43.379618],[2.443675,43.379618]]]}";"21/05/2024";"21/05/2024"
"780";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.947682,43.372635],[1.947682,43.372635]]]}";"21/05/2024";"21/05/2024"
"782";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.618028,43.249287],[2.618028,43.249287]]]}";"21/05/2024";"21/05/2024"
"784";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.116738,42.84123],[2.116738,42.84123]]]}";"21/05/2024";"21/05/2024"
"787";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.727105,42.95087],[2.727105,42.95087]]]}";"21/05/2024";"21/05/2024"
"789";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.261009,42.789102],[2.261009,42.789102]]]}";"21/05/2024";"21/05/2024"
"791";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.242292,42.932635],[2.242292,42.932635]]]}";"21/05/2024";"21/05/2024"
"793";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.542207,43.063767],[2.542207,43.063767]]]}";"21/05/2024";"21/05/2024"
"795";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.638204,43.088861],[2.638204,43.088861]]]}";"21/05/2024";"21/05/2024"
"797";"Secteur Argent-Double et affluents rive gauche de l?Aude sur ce secteur";"76_11_0006";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.559712,43.272085],[2.559712,43.272085]]]}";"21/05/2024";"21/05/2024"
"800";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.013427,42.882095],[2.013427,42.882095]]]}";"21/05/2024";"21/05/2024"
"803";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.203161,42.771327],[2.203161,42.771327]]]}";"21/05/2024";"21/05/2024"
"804";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.203967,42.906939],[2.203967,42.906939]]]}";"21/05/2024";"21/05/2024"
"805";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.889163,43.079225],[2.889163,43.079225]]]}";"21/05/2024";"21/05/2024"
"807";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.243948,42.842164],[2.243948,42.842164]]]}";"21/05/2024";"21/05/2024"
"811";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.695873,43.05924],[2.695873,43.05924]]]}";"21/05/2024";"21/05/2024"
"813";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.128032,43.271505],[2.128032,43.271505]]]}";"21/05/2024";"21/05/2024"
"815";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.964143,43.249818],[2.964143,43.249818]]]}";"21/05/2024";"21/05/2024"
"816";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.010759,43.27955],[2.010759,43.27955]]]}";"21/05/2024";"21/05/2024"
"817";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"MultiPolygon","coordinates":[[[[2.430051,43.343297],[2.430051,43.343297]]],[[[2.389417,43.302484],[2.389417,43.302484]]]]}";"21/05/2024";"21/05/2024"
"819";"Secteur Cesse et affluents rive gauche de l?Aude sur ce secteur";"76_11_0010";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.834393,43.260206],[2.834393,43.260206]]]}";"21/05/2024";"21/05/2024"
"821";"Secteur Aude aval, Berre et Rieu";"76_11_0005";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[3.141323,43.259478],[3.141323,43.259478]]]}";"21/05/2024";"21/05/2024"
"823";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.283258,42.749305],[2.283258,42.749305]]]}";"21/05/2024";"21/05/2024"
"826";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[1.89195,43.363616],[1.89195,43.363616]]]}";"21/05/2024";"21/05/2024"
"827";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.313259,42.900614],[2.313259,42.900614]]]}";"21/05/2024";"21/05/2024"
"830";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.740973,43.264682],[2.740973,43.264682]]]}";"21/05/2024";"21/05/2024"
"832";"Secteur Orbieu et affluents rive droite de l?Aude sur ce secteur";"76_11_0007";"AEP";"Alerte renforcée";"{"type":"Polygon","coordinates":[[[2.785167,43.12431],[2.785167,43.12431]]]}";"21/05/2024";"21/05/2024"
"833";"Bassin versant du Fresquel";"76_11_0013";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.264995,43.305338],[2.264995,43.305338]]]}";"21/05/2024";"21/05/2024"
"834";"Bassin versant de l'Agly";"76_11_0002";"AEP";"Crise";"{"type":"Polygon","coordinates":[[[2.727105,42.95087],[2.727105,42.95087]]]}";"21/05/2024";"21/05/2024"
"836";"Secteur Aude amont (hors axe réalimenté)";"76_11_0001";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.285538,42.976946],[2.285538,42.976946]]]}";"21/05/2024";"21/05/2024"
"838";"Secteur Orbiel et affluents rive gauche de l?Aude sur ce secteur";"76_11_0009";"AEP";"Vigilance";"{"type":"Polygon","coordinates":[[[2.333885,43.311593],[2.333885,43.311593]]]}";"21/05/2024";"21/05/2024"
"";;;;;"21/05/2024";;
